Case Description,Issue Type
"Thank you for your assistance. But the default pin didn't work.So I need to
approach the nearest sports hall counter for future assistances?

On Sat, 27 Mar 2021, 8:33 pm Active SG Helpdesk, 
wrote:

> Hi,
>
> Pin reset for supplementary can only be done over the counter.
>
> You can try the default pin first for supplementary and see if its work.
>
> Default pin : 123456.
>
> Thank you.
> With Best Regards,
> Azimah
>
> ActiveSG Technical Helpdesk
> iAPPS Pte Ltd
> 3 Fusionopolis Way, #13-24/25
> Symbiosis, Singapore 138633
> Helpline: 65941388
>
>
> ------------------------------
>
> *From:* leobreaker58@gmail.com
> *Date:* 27-03-2021 07:52pm
> *To:* helpme@iappsasia.com
> *Subject:* [CASE:220184] Re: [CASE:220175] ActiveSG Contact Us
> The problem is that cause the account is a children account that is linked
> under my parents. So the account has no email address for the system to
> send the new pin to my mail
>
> On Sat, 27 Mar 2021, 7:33 pm Active SG Helpdesk, 
> wrote:
>
>> Hi,
>>
>>  To reset your eWallet PIN, please follow the steps below.
>>
>> *Using Website Only*: Login to account >> e-Wallet >> Change PIN >>
>> Reset PIN
>> (kindly ignore the portion that ask you to input your current pin)
>>
>> A new PIN will be sent to the registered email address in your ActiveSG
>> account.
>>
>> Thank you.
>> With Best Regards,
>> Azimah
>>
>> ActiveSG Technical Helpdesk
>> iAPPS Pte Ltd
>> 3 Fusionopolis Way, #13-24/25
>> Symbiosis, Singapore 138633
>> Helpline: 65941388
>>
>>
>> ------------------------------
>>
>> *From:* leobreaker58@gmail.com
>> *Date:* 27-03-2021 06:44pm
>> *To:* helpme@iappsasia.com
>> *Subject:* [CASE:220175] ActiveSG Contact Us
>> Dear Sir/Mdm,
>>
>>   I'm writing this email to ask for help about resetting my E-wallet
>> six-digit pin.
>>
>
",Membership
"Dear Sir/Maam,

I recently encountered this situation where my card was deducted these 3
amounts. The bookings did not go through but it was paid. Please do assist
me on this matter.

Thank you
",Wallet
"Hi, 

I topped up $10 to my e-wallet because I wanted to pay for a drink at the stadium machine but unfortunately my PIN number is invalid/incorrect hence I can’t use the money. 

I’d like to request for the $10 to be transferred back into my debit card account. 


Thank you

Kind regards,
Nicole Sim

Sent from my iPhone
",Wallet
"Hi, there's an error in the app. We are not able to purchase single entry swimming Pass for featured pool. Pls assist. Thank you! Sent from my Huawei phone",Booking
"Hi Help Desk,

I notice that in the swimsafer portal the theory portion does not reflect
as pass when my student completed the quiz and get all question correct.

Please assist on this matter.

-- 
Regards
Chan Hian Woo
",SwimSafer
"My bookings and transaction only got one court , why your system charge me
so 8 times payments???

On Sat, 27 Mar 2021, 11:44 pm Gary Chong,  wrote:

> Hi,
>
> Please refer to the attachments and help to check I only booked one
> badminton court make payment for one court only, why charged me so
> many times?
>
> Please double check then refund to my account as soon as possible, thank
> you.
>
>
> Regards,
>
> CHONG CHOO KAI
> HP: 91744055
>
",Wallet
"Hi , i would like to request for a refund for my most current purchase as i have checked that my activesg account had deducted $5 from my bank. However , during the process , i do not recall having to successfully purchase the swimming pass for a child and this pass will not be applicable to me. Is it possible for me to get a refund for this purchase ? 

",Booking
"Hi i wanted to cancel my booking but couldnt. I am down with flu and sore
throat. My slot is number 11 at 7am at fernvale active gym session. Name is
ng ling yi.

Previously i had a booking and was also sick but couldnt cancel. I tried
calling the hotline to sengkang multiple times but couldnt get through.



Thanks.
",Booking
"Hi Sir / Madam 


I refer to the booking that I made yesterday on 27 March morning. I was having problem at the payment mode but was resolved after I made the payment via credit card.
However I check my bank statement and realise that there are also 3 deductions being made which I totally pay $14.80 for 4 times. 


Can you please check and get back to me? 


Handphone model: iPhone 12
Cellphone number: 90087370 
User: Lye King Moi 
Booking made via Active SG apps on my cellphone

Enclosed receipt showing that payment is via credit card, as well as the 3 bank deductions. 

Do let me know what other info you required. 



",Transaction
"Hi, i use to have this activesg account but i want to delete it reason
because i dont remember my username, email, password. Is it okay to remove
it so that i can use it for my current email?
",Membership
"Hi,

For my booking that was done on Saturday 27/03, I was charged 5 times for 1 booking of 2 hours. Kindly assist, thank you.

[cid:image002.png@01D723C1.0B9F0470]

[cid:image001.png@01D723C0.E50AEB30]

Sent from Mail for Windows 10

",Transaction
"To whom it may concern,

Yesterday morning, I booked badminton court for 2 hours, however when I did
the payment, it was keeping stuck, I tried a few times, but can not go
through.

Today when I checked my bank account, I noticed that ActiveSG had deducted
the top up amount for 3 more time, but there was no top up in my ActiveSG
wallet and also no refund to my bank account.

Could you please help to check and make the top up or refund. Thank you.

For your reference, my hp no is 92998947, my ic no is S7164668H, and
attached is the screenshot of my bank transaction.


Regards,

Zhang Donghui
",Wallet
"﻿Dear Sir

I am pleased to inform you that ActiveSG overcharged $6, please see attached. Please check and refund.

Thank you.
[cid:DA17795F-6E98-4F22-A83F-C8003ED51FBA-L0-001]
Kind regards
Yen Ling [cid:571B29CE-5E6D-4F02-9B0F-87049D1F134D]

Sent from my iPhone
",Transaction
"Team,

This is the 3rd time I am emailing with regards to the time taken to book a
gym slot. Please for lords sake, fix the bandwidth issue. I have logged
into the app SHARP at 12pm to book a gym slot on 31st March 2021 at 7pm and
I am unable to do so despite loading for over 8 minutes. Since this is
obviously an app issue, please manually allocate a gym slot in the above
mentioned timing in senja cashew CC gym.

Thanks
David
",Web
"Hi I would like to change my email 

Sent from my iPhone
",Membership
"Dear sir/mam,

I am currently pursuing my studies in Singapore. when I try to register for
the active sg app, it always says invalid entry. please advise on the next
step I should go with.


Thank you



Regards
Sasirekha
",Membership
"Hi

I forget the e wallet , PIN number , shall shall I do.

Thanks
Alan


Sent from my iPhone
_____________________________________________________________________________________________
Privileged/Confidential Information may be contained in this message.
This e-mail transmission is intended only for the addressee. If you are not the named recipient,
please notify the sender by return e-mail and erase all copies of the message and attachment(s).
You must not copy or distribute this message to anyone.

Please consider the environment before printing this e-mail and its attachment(s).
_____________________________________________________________________________________________
",Wallet
"Hi

Had follow the step to change the e wallet pin , however message appear , this account no email (please see pictures below) please advise

Thanks & regards
Alan

[cid:3044310F-942E-430E-8C14-3093A4B99D32]


Sent from my iPhone

_____________________________________________________________________________________________
Privileged/Confidential Information may be contained in this message.
This e-mail transmission is intended only for the addressee. If you are not the named recipient,
please notify the sender by return e-mail and erase all copies of the message and attachment(s).
You must not copy or distribute this message to anyone.

Please consider the environment before printing this e-mail and its attachment(s).
_____________________________________________________________________________________________
",Membership
"Dear ActiveSG in charge,

As spoken to CSO Zachary today,  on 27 Mar 2021 while using my Samsung Note
9 to pay for my Badminton bookings under ActiveSG platform, there were
multiple wrongfully deductions from my Posb account as follows:-

9 times $2.20 deducted
2 times $10 deducted.
Total amount $39.80 wrongfully deductions.

Kindly find the attached copies of my bank statements

Please let me know when the refunds will be made.

Thank you.


With Regards,
Teo Cheing Yee Alice
Hp no. 94364778
",Wallet
"

Hi there,

I can't add my child into my activesg account. Can help with this? Or can you just email me the certificate? Skyler chan junjie

Sent from my Samsung Galaxy smartphone.

",Membership
"Hi I did a badminton booking on 27-Mar.

There are 4 deductions for the same booking as attached. After repeated
errors I made the booking through a top up.

Can you check on the transactions and let me know how you will make the
refund

Regards,
-Raja
Mobile 96934075
",Transaction
"Good Afternoon,
I am writing today to check if there’s any way the student price for gyms/pools be extended to 18 years old instead of the original 17 years old, reason being I’m turning 18 this year and actually planned to buy the monthly gym pass last year. However due to the circuit breaker, many of my peers and I were unable to seize the opportunity of the $100 credit to go to the gym. Would I be possible to do a one-time waiver off these fees for us students 17 turning 18?

Sent from my iPhone",Enquiries
"To whom this may concern, would like to enquire on a court booking matter. I have booked the court for a regular coaching group class on 4th April Sunday 1-3pm @ first tpy pri sch indoor sports hall court 1 but I have oversight that it’s fasting month for Muslim and I’m unable to turn up. 

As such it is unfair for the group class as they can’t carry on the regular sunday lesson since the hirer is unable to turn up. 

Can I suggest for the booking on 4th April 1-3pm court 1 at first tpy pri sch to change hirer name to one of the student, who will be attending the class? Hence they are able to carry on with the usual sun badminton class. Let me know if there are alternative method if the suggestion above is not allowed. 

The hirer details are as followed:
Name: Julie Ang
Nric: S1746295D 

Thank you!

Fadzillah

Sent from my iPhone",Booking
"Hi, I've received a message from ActiveSg stating money has been deducted from my active wallet. However i have never registered for an account.

I downloaded the app immediately and tried signing up, apparently my mobile number has been used by someone else. Please advise.

Please refer to attached screenshots[Image]
[Image]



Get Outlook for Android",Membership
"Hi 

I have gone to the active sg facility to update the correct date of birth but his swim safer is still not in his account. Please advise.

Thank you 

Regards
Val

> On 26 Mar 2021, at 12:03 AM, Val  wrote:
> 
> ﻿
> I see, thank you 
> 
>>> On 25 Mar 2021, at 7:30 PM, Active SG Helpdesk  wrote:
>>> 
>> ﻿
>> Hi Val,
>> 
>> We have checked with our team and found that there is a mismatch for the date of birth in the assessment and the activesg account.
>> 
>> Child ActiveSG account indicate his DOB as 15-06-2010, if the Activesg account input of DOB is incorrect, kindly proceed to the nearest ActiveSG facilities to update the DOB correctly.
>> 
>> Assessment list indicate child DOB 15-07-2010 . If the DOB in the assessment listing is incorrect, please revert back to the coach or Service provider to update the DOB correctly in the participant listing.
>> 
>> Hope this clarifies.
>> Thank you.
>> With Best Regards,
>> Azimah
>> 
>> ActiveSG Technical Helpdesk
>> iAPPS Pte Ltd
>> 3 Fusionopolis Way, #13-24/25
>> Symbiosis, Singapore 138633
>> Helpline: 65941388
>> 
>>  
>>  
>> From: valgoh@gmail.com
>> Date: 23-03-2021 07:51pm
>> To: helpme@iappsasia.com
>> Subject: Re: [CASE:219001] Fwd: Swimsafer Certificate not reflected on the ActiveSGweb portals
>> 
>> Sure thank you!
>> 
>> On 23 Mar 2021, at 6:17 PM, Active SG Helpdesk  wrote:
>> 
>> ﻿
>> Hi Val, 
>> 
>> We have already forwarded your case to our backend team to generate the eCert and will revert to you as soon as we get an update.  
>> Thank you!
>> 
>> Warmest Regards,
>> Yuan Ting
>> 
>> ActiveSG Technical Helpdesk
>> iAPPS Pte Ltd
>> 3 Fusionopolis Way, #13-24/25
>> Symbiosis, Singapore 138633
>> Helpline: 65941388
>> 
>>  
>>  
>> From: valgoh@gmail.com
>> Date: 23/03/2021 03:41pm
>> To: helpme@iappsasia.com
>> Subject: Re: [CASE:219001] Fwd: Swimsafer Certificate not reflected on the ActiveSGweb portals
>> 
>> Sure, here you go
>> 
>> <6a29e4a4-8bab-11eb-befd-0673f5a54cf2.png>
>> 
>> 
>> Regards,
>> Val
>> 
>> On 23 Mar 2021, at 3:39 PM, Active SG Helpdesk  wrote:
>> 
>> ﻿
>> Hi Val, 
>> 
>> Kindly also provide us with a screenshot of the Swimsafer page under your child's ActiveSG account.  
>> Thank you!
>> 
>> Warmest Regards,
>> Yuan Ting
>> 
>> ActiveSG Technical Helpdesk
>> iAPPS Pte Ltd
>> 3 Fusionopolis Way, #13-24/25
>> Symbiosis, Singapore 138633
>> Helpline: 65941388
>> 
>>  
>>  
>> From: yuanting@iappsasia.com
>> Date: 23/03/2021 03:08pm
>> To: helpme@iappsasia.com
>> Subject: Fwd: [CASE:219001] Fwd: Swimsafer Certificate not reflected on the ActiveSGweb portals
>> 
>> 
>> 
>> ---------- Forwarded message ---------
>> From: Val 
>> Date: Mon, Mar 22, 2021 at 9:57 PM
>> Subject: [CASE:219001] Fwd: Swimsafer Certificate not reflected on the ActiveSGweb portals
>> To: Yeo Yuan Ting 
>> 
>> 
>> Hi Yuan Ting
>> 
>> Thank you for the prompt response. 
>> The required details are PUMUS3ZY.
>> 
>> Assessment Code: 
>> Student name: Lew Juyi Lucien
>> B/C No: T1019557D
>> Date of Birth: 15 July 2010
>> 
>> Regards,
>> Val
>> 
>> On 22 Mar 2021, at 5:53 PM, Yeo Yuan Ting  wrote:
>> 
>> ﻿
>> Hi Val, 
>> 
>> Thank you for writing to ActiveSG Technical HelpDesk.
>> 
>> Please provide us with the following so that we will be able to assist you:
>> 
>> Assessment Code: 
>> Student name: 
>> B/C No: 
>> Date of Birth: 
>> 
>> For technical-related issues, contact us again at +65 65941388 (Mon to Sun, 7am to 10pm) or email: helpme@iappsasia.com.
>> 
>> For other enquiries, click here. https://members.myactivesg.com/feedback.
>> Thank you!
>> 
>> Warmest Regards,
>> Yuan Ting
>> 
>> ActiveSG Technical Helpdesk
>> iAPPS Pte Ltd
>> 3 Fusionopolis Way, #13-24/25
>> Symbiosis, Singapore 138633
>> Helpline: 65941388
>> 
>>  
>>  
>> From: valgoh@gmail.com
>> Date: 22/03/2021 05:16pm
>> To: helpme@iappsasia.com
>> Subject: [CASE:219001] Fwd: Swimsafer Certificate not reflected on the ActiveSGweb portals
>> 
>> Hi
>> Please help with the below issue as our email to sport_swimsafer@sport.gov.sg has gone in responded for a week. 
>> 
>> As the parent of Lew Juyi Lucien, I am deeply concerned that the  swim safer 2.0 test that he has taken on 1 Dec 2019 is not a legit one as it has not been reflected in his ActiveSG account. 
>> 
>> He is looking to take the swim safer stage 4 next week but we are also concerned that again his test results are not reflected in his account therefore making it pointless to take it.
>> 
>> Thank you.
>> 
>> Regards,
>> Val
>> 
>> Begin forwarded message:
>> 
>> From: Val 
>> Date: 22 March 2021 at 9:13:58 AM SGT
>> To: sport_swimsafer@sport.gov.sg
>> Cc: Geniusea 1 
>> Subject: Re: Swimsafer Certificate not reflected on the ActiveSGweb portals
>> 
>> ﻿
>> Hi, 
>> 
>> It has been a week since our email but there has been no reply from SwimSafer. 
>> 
>> As the parent of Lew Juyi Lucien, I am deeply concerned that the  swim safer 2.0 test that he has taken on 1 Dec 2019 is not a legit one as it has not been reflected in his ActiveSG account. 
>> 
>> He is looking to take the swim safer stage 4 next week but we are also concerned that again his test results are not reflected in his account therefore making it pointless to take it.
>> 
>> Please make sure his test with certificate number S/2019/B135530 is updated by this week or we will have no choice but to escalate this issue  to the relevant authorities. 
>> 
>> I have enclosed a copy of his certificate for your reference .
>> 
>> Thank you
>> 
>> <620d5556-8aef-11eb-a610-0673f5a54cf2.png>
>> 
>> Regards
>> Val
>> 
>> On 15 Mar 2021, at 11:57 AM, Geniusea 1  wrote:
>> 
>> ﻿
>>  
>> 
>> Dear Sir/Madam 
>> 
>> 
>> I am writing in this email in regards to one of our student (LEW JUYI LUCIEN) he has completed his swimsafer 2.0 stage 3 on 1/12/2019 but it isn’t reflected on the ActiveSG web portal .His certificate number is as follow S/2019/B135530 .Kindly check and get back to me as soon as possible 
>> 
>> Thanks And Best Regards 
>> 
>> Gabriel Gan Bing Jie
>> Tel:92324273
>> Email :geniusea@outlook.com
>> 
>> 
>> 
>> 
>> 
",SwimSafer
